name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,country,continent
Allan Hills A77202,1513,Valid,H5,2.7,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77203,1514,Valid,H4,6.82,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77204,1515,Valid,H4,5.61,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77205,1516,Valid,H5,3.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77206,1517,Valid,H5,4.36,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77207,1518,Valid,H5,4.9,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77208,1519,Valid,H4,1733,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77209,1520,Valid,H6,31.8,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77210,1521,Valid,H6,5.93,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77211,1522,Valid,L3.5,26.7,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77212,1523,Valid,H6,16.8,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77213,1524,Valid,H5,8.4,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77214,1525,Valid,L3.4,2111,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77215,1526,Valid,L3.8,819.6,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77216,1527,Valid,L3.7-3.9,1470,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77217,1528,Valid,L3,413.2,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77218,1529,Valid,L5,45.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77219,1530,Valid,Mesosiderite-B1,637.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77220,1531,Valid,H5,69.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77221,1532,Valid,H4,229.2,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77222,1533,Valid,H4,125.4,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77223,1534,Valid,H4,207.9,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77224,1535,Valid,H4,786.9,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77225,1536,Valid,H4,5878,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77226,1537,Valid,H4,15323,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77227,1538,Valid,H5,16,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77228,1539,Valid,H5,19.3,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77229,1540,Valid,H5,12.47,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77230,1541,Valid,L4,2473,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77231,1542,Valid,L6,9270,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77232,1543,Valid,H4,6494.3,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77233,1544,Valid,H4,4087,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77235,1546,Valid,H5,4.9,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77236,1547,Valid,H5,6.91,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77237,1548,Valid,H5,4.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77238,1549,Valid,H6,5.83,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77239,1550,Valid,H6,19,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77240,1551,Valid,H5,25.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77241,1552,Valid,L3.5,144.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77242,1553,Valid,H5,56.5,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77243,1554,Valid,H5,9.22,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77244,1555,Valid,L3.5,39.5,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77245,1556,Valid,H5,33.4,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77246,1557,Valid,H6,41.6,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77247,1558,Valid,H5,44.3,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77248,1559,Valid,H6,96.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77249,1560,Valid,L3.5,503.6,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77250,1561,Valid,"Iron, IAB-MG",10555,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77251,1562,Valid,L6,68.8,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77252,1563,Valid,L3-6,343.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77253,1564,Valid,H5,23.6,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77254,1565,Valid,L5,245.8,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77255,1566,Valid,"Iron, ungrouped",765.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77256,1567,Valid,Diogenite,676.2,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77257,1568,Valid,Ureilite,1995.7,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77258,1569,Valid,H6,597.3,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77259,1570,Valid,H5,294,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77260,1571,Valid,L3.5,744.3,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77261,1572,Valid,L6,411.7,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77262,1573,Valid,H4,861.5,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77263,1574,Valid,"Iron, IAB-MG",1669,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77264,1575,Valid,H5,11,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77265,1576,Valid,H5,18.3,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77266,1577,Valid,H5,108.4,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77267,1578,Valid,L5,103.5,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77268,1579,Valid,H5,272,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77269,1580,Valid,L6,1045,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77270,1581,Valid,L6,588.9,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77271,1582,Valid,H6,609.5,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77272,1583,Valid,L6,674.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77273,1584,Valid,L6,492,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77274,1585,Valid,H5,288.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77275,1586,Valid,H5,24.9,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77277,1587,Valid,L6,142.7,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77278,1588,Valid,LL3.7,312.9,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77279,1589,Valid,H5,174.5,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77280,1590,Valid,L6,3226,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77281,1591,Valid,L6,1231,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77282,1592,Valid,L6,4127.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77283,1593,Valid,"Iron, IAB-MG",10510,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77284,1594,Valid,L6,376.2,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77285,1595,Valid,H6,271.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77286,1596,Valid,H4,245.8,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77287,1597,Valid,H5,230.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77288,1598,Valid,H6,1880,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77289,1599,Valid,"Iron, IAB-MG",2186,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77290,1600,Valid,"Iron, IAB-MG",3784,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77291,1601,Valid,H5,5.8,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77292,1602,Valid,L6,199.6,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77293,1603,Valid,L6,109.7,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77294,1604,Valid,H5,1351,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77295,1605,Valid,EH3,141.3,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77296,1606,Valid,L6,963.3,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77297,1607,Valid,L6,951.6,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77299,1608,Valid,H3.7,260.7,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77300,1609,Valid,H5,234.5,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77301,1610,Valid,L6,54.9,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77302,1611,Valid,Eucrite-pmict,235.5,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77303,1612,Valid,L3.5,78.59999999999998,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77304,1613,Valid,LL3.7,650.4,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77305,1614,Valid,L6,6444,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77306,1615,Valid,CM2,19.9,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A77307,1616,Valid,CO3.0,181.3,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78001,1617,Valid,H5,84.5,Found,1978,-76.75,159.5,"(-76.750000, 159.500000)",France,Europe
Allan Hills A78002,1618,Valid,H6,11.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78003,1619,Valid,L6,124.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78004,1620,Valid,H5,35.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78005,1621,Valid,H5,28.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78006,1622,Valid,Howardite,8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78007,1623,Valid,H5,8.45,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78008,1624,Valid,H5,7.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78009,1625,Valid,H4,9.18,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78010,1626,Valid,H5,1.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78011,1627,Valid,L3,4.84,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78012,1628,Valid,H5,38.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78013,1629,Valid,L3.5,4.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78014,1630,Valid,L3,6.95,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78015,1631,Valid,L3.2,34.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78016,1632,Valid,H5,2.55,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78017,1633,Valid,L3.5,2.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78018,1634,Valid,H5,17.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78019,1635,Valid,Ureilite,30.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78020,1636,Valid,H4,14.17,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78021,1637,Valid,H5,17.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78022,1638,Valid,H5,6.54,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78023,1639,Valid,H5,9.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78024,1640,Valid,H6,3.15,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78025,1641,Valid,H5,8.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78026,1642,Valid,H4,7.78,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78027,1643,Valid,H5,29.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78028,1644,Valid,H5,4.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78029,1645,Valid,H4,4.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78030,1646,Valid,H5,2.68,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78031,1647,Valid,H5,4.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78032,1648,Valid,H6,2.08,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78033,1649,Valid,H4,5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78034,1650,Valid,H6,2.35,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78035,1651,Valid,H6,2.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78036,1652,Valid,H5,1.03,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78037,1653,Valid,L3.5,0.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78038,1654,Valid,L3.4,363,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78039,1655,Valid,L6,299,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78040,1656,Valid,Eucrite-pmict,211.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78041,1657,Valid,L3.4,117.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78042,1658,Valid,L6,214.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78043,1659,Valid,L6,680,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78044,1660,Valid,L4,164.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78045,1661,Valid,L6,396.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78046,1662,Valid,L3,70,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78047,1663,Valid,H5,130.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78048,1664,Valid,L6,190.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78049,1665,Valid,H5,95.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78050,1666,Valid,L6,1045,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78051,1667,Valid,H4,119.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78052,1668,Valid,H5,97.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78053,1669,Valid,H4,179,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78054,1670,Valid,LL5,9.31,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78055,1671,Valid,L6,13.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78056,1672,Valid,H,10.61,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78057,1673,Valid,H4,8.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78058,1674,Valid,H5,14.44,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78059,1675,Valid,L6,9.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78060,1676,Valid,H6,5.41,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78061,1677,Valid,H5,1.64,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78062,1678,Valid,LL6,10.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78063,1679,Valid,LL6,76.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78064,1680,Valid,L,10.37,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78065,1681,Valid,H6,7.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78066,1682,Valid,H5,8.48,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78067,1683,Valid,H6,7.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78068,1684,Valid,L6,3.19,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78069,1685,Valid,H6,4.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78070,1686,Valid,L4,10,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78071,1687,Valid,H6,5.72,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78073,1688,Valid,LL6,2.98,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78074,1689,Valid,L6,200.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78075,1690,Valid,H5,280.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78076,1691,Valid,H6,275.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78077,1692,Valid,H4,330.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78078,1693,Valid,L6,290.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78079,1694,Valid,H5,4.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78080,1695,Valid,H5,24.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78081,1696,Valid,H5,17.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78082,1697,Valid,LL6,24,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78083,1698,Valid,H4,11.43,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78084,1699,Valid,H3.9,14280,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78085,1700,Valid,H5,219.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78086,1701,Valid,H6,9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78087,1702,Valid,H5,7.95,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78088,1703,Valid,H5,5.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78089,1704,Valid,H4,12.23,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78090,1705,Valid,H5,7.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78091,1706,Valid,H4/5,2.54,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78092,1707,Valid,H5,16.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78093,1708,Valid,H5,2.62,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78094,1709,Valid,H5,4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78095,1710,Valid,H5,8.2,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78096,1711,Valid,H5,7.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78097,1712,Valid,H,2.3,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78098,1713,Valid,H5,2.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78099,1714,Valid,H5,2.1,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78100,1715,Valid,"Iron, IIAB",84.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78101,1716,Valid,L6,121.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78102,1717,Valid,H5,336.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78103,1718,Valid,L6,589.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78104,1719,Valid,L6,672.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78105,1720,Valid,L6,941.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78106,1721,Valid,L6,464.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78107,1722,Valid,H5,198.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78108,1723,Valid,H5,172.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78109,1724,Valid,LL5,233.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78110,1725,Valid,H5,160.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78111,1726,Valid,H5,126.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78112,1727,Valid,L6,2485,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78113,1728,Valid,Aubrite,298.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78114,1729,Valid,L6,808.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78115,1730,Valid,H6,847.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78116,1731,Valid,H5,127.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78117,1732,Valid,H5,4.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78118,1733,Valid,H5,7.92,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78119,1734,Valid,LL3.5,102.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78120,1735,Valid,H4,44.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78121,1736,Valid,H5,30.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
