name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,country,continent
Allan Hills A78122,1737,Valid,H6,4.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78123,1738,Valid,H5,18.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78124,1739,Valid,H6,27.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78125,1740,Valid,L6,18.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78126,1741,Valid,L6,606.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78127,1742,Valid,L6,194.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78128,1743,Valid,H5,154.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78129,1744,Valid,H5,128.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78130,1745,Valid,L6,2733,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78131,1746,Valid,L6,268.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78132,1747,Valid,Eucrite-pmict,656,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78133,1748,Valid,L3.5,59.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78134,1749,Valid,H4,458.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78135,1750,Valid,H6,130.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78136,1751,Valid,H5,51.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78137,1752,Valid,H6,70,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78138,1753,Valid,LL3,10.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78139,1754,Valid,H5,17,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78140,1755,Valid,H4,16.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78141,1756,Valid,H5,24.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78142,1757,Valid,L5,31.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78143,1758,Valid,LL3,2.23,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78145,1759,Valid,H6,34.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78146,1760,Valid,H5,16.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78147,1761,Valid,H5/6,30.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78148,1762,Valid,H5,3.32,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78149,1763,Valid,H4,23.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78150,1764,Valid,H5,15.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78151,1765,Valid,H5/6,10.34,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78152,1766,Valid,H6,4.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78153,1767,Valid,LL6,151.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78154,1768,Valid,H5,11.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78155,1769,Valid,H6,4.36,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78156,1770,Valid,L6,8.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78157,1771,Valid,H4,63.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78158,1772,Valid,Eucrite-pmict,15.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78159,1773,Valid,H5,22.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78160,1774,Valid,H5,16,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78161,1775,Valid,L6,3,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78162,1776,Valid,L3.4,33.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78163,1777,Valid,H5,9.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78164,1778,Valid,H5,25.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78165,1779,Valid,Eucrite-pmict,20.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78167,1780,Valid,H6,11.3,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78168,1781,Valid,H4,33.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78169,1782,Valid,H6,22.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78170,1783,Valid,L3.2,20.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78171,1784,Valid,L6,22.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78172,1785,Valid,H4,29.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78173,1786,Valid,H5,19.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78174,1787,Valid,H5,13.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78175,1788,Valid,H5,9.71,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78176,1789,Valid,L3.4,8.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78177,1790,Valid,H5,12.46,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78178,1791,Valid,H5,7.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78179,1792,Valid,H4,10.88,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78180,1793,Valid,L3.5,7.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78181,1794,Valid,H4,7.15,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78182,1795,Valid,H5,10.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78183,1796,Valid,H4,10.49,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78184,1797,Valid,H6,8.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78185,1798,Valid,L6,5.77,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78186,1799,Valid,L3.5,3.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78187,1800,Valid,L6,3.67,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78188,1801,Valid,L3.5,0.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78189,1802,Valid,H6,22.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78190,1803,Valid,H5,20.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78191,1804,Valid,H6,19.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78192,1805,Valid,H5,12.42,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78193,1806,Valid,H4,13.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78194,1807,Valid,H5,24.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78195,1808,Valid,H5,14.95,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78196,1809,Valid,H4,11.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78197,1810,Valid,H5,20.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78198,1811,Valid,H4,10.47,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78199,1812,Valid,H5,12.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78200,1813,Valid,H6,14.17,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78201,1814,Valid,H5,9.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78202,1815,Valid,H5,12.95,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78203,1816,Valid,H5,10.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78204,1817,Valid,H5,11.11,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78205,1818,Valid,H5,8.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78206,1819,Valid,H5,9.77,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78207,1820,Valid,H6,8.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78208,1821,Valid,H4,10.46,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78209,1822,Valid,H5,12.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78210,1823,Valid,H5,8.95,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78211,1824,Valid,H6,11.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78212,1825,Valid,H5,7.72,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78213,1826,Valid,H6,9.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78214,1827,Valid,H5,5.61,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78215,1828,Valid,H6,6.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78216,1829,Valid,H5,4.75,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78217,1830,Valid,H5,8.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78218,1831,Valid,H4,7.85,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78219,1832,Valid,H5,8.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78220,1833,Valid,H5,8.57,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78221,1834,Valid,H5,5.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78222,1835,Valid,H5,5.02,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78223,1836,Valid,H4,6.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78224,1837,Valid,H5,6.5,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78225,1838,Valid,H5,4.6,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78226,1839,Valid,H6,6.26,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78227,1840,Valid,H5,2.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78228,1841,Valid,H5,2.96,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78229,1842,Valid,H6,1.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78230,1843,Valid,Acapulcoite,3.87,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78231,1844,Valid,H6,1.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78232,1845,Valid,H5,2.52,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78233,1846,Valid,H5,1.3,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78234,1847,Valid,H5,0.52,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78235,1848,Valid,L3.4,19.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78236,1849,Valid,L3.5,14.4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78237,1850,Valid,L3,13.27,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78238,1851,Valid,L3.5,9.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78239,1852,Valid,L3.4,16,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78240,1853,Valid,H4,9.31,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78241,1854,Valid,H5,6.5,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78242,1855,Valid,H4,7.34,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78243,1856,Valid,L3.5,1.9,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78245,1858,Valid,H5,4,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78246,1859,Valid,H5,6.17,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78247,1860,Valid,H5,2.7,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78248,1861,Valid,H4,4.73,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78249,1862,Valid,H6,4.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78250,1863,Valid,L3,2.87,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78251,1864,Valid,L6,1312,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78252,1865,Valid,"Iron, IVA",2789,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78253,1866,Valid,H5,6.8,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78254,1867,Valid,H4,6.04,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78255,1868,Valid,H5,3.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78256,1869,Valid,H4,3.35,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78257,1870,Valid,H5,2.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78258,1871,Valid,H4,8.42,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78259,1872,Valid,H5,6.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78260,1873,Valid,L6,2.72,Found,1977,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78261,1874,Valid,CM2,5.1,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A78262,1875,Valid,Ureilite,26.2,Found,1978,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A79001,1876,Valid,L3.5,32.3,Found,1979,-76.70306,159.38944,"(-76.703060, 159.389440)",France,Europe
Allan Hills A79002,1877,Valid,H6,222.8,Found,1979,-76.70306,159.39166,"(-76.703060, 159.391660)",France,Europe
Allan Hills A79003,1878,Valid,LL3.4,5.1,Found,1979,-76.68917,159.36111,"(-76.689170, 159.361110)",France,Europe
Allan Hills A79004,1879,Valid,H5,34.9,Found,1979,-76.70306,159.39306,"(-76.703060, 159.393060)",France,Europe
Allan Hills A79005,1880,Valid,H6,60,Found,1979,-76.70139,159.35361,"(-76.701390, 159.353610)",France,Europe
Allan Hills A79006,1881,Valid,H5,41,Found,1979,-76.70167,159.35333,"(-76.701670, 159.353330)",France,Europe
Allan Hills A79007,1882,Valid,L6,142.3,Found,1979,-76.69778,159.34611,"(-76.697780, 159.346110)",France,Europe
Allan Hills A79008,1883,Valid,H5,12,Found,1979,-76.70472,159.32334,"(-76.704720, 159.323340)",France,Europe
Allan Hills A79009,1884,Valid,H5,75.7,Found,1979,-76.70194,159.39444,"(-76.701940, 159.394440)",France,Europe
Allan Hills A79010,1885,Valid,H5,25.1,Found,1979,-76.69306,159.32666,"(-76.693060, 159.326660)",France,Europe
Allan Hills A79011,1886,Valid,H5,14,Found,1979,-76.7025,159.36667,"(-76.702500, 159.366670)",France,Europe
Allan Hills A79012,1887,Valid,H5,191.9,Found,1979,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A79013,1888,Valid,H5,28.3,Found,1979,-76.70361,159.33444,"(-76.703610, 159.334440)",France,Europe
Allan Hills A79014,1889,Valid,H5,10.8,Found,1979,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A79015,1890,Valid,H5,64,Found,1979,-76.70528,159.32694,"(-76.705280, 159.326940)",France,Europe
Allan Hills A79016,1891,Valid,H6,1146,Found,1979,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A79017,1892,Valid,Eucrite-pmict,310,Found,1979,-76.70139,159.35361,"(-76.701390, 159.353610)",France,Europe
Allan Hills A79018,1893,Valid,L6,120.7,Found,1979,-76.70278,159.39333,"(-76.702780, 159.393330)",France,Europe
Allan Hills A79019,1894,Valid,H6,12.1,Found,1979,-76.68972,159.36333,"(-76.689720, 159.363330)",France,Europe
Allan Hills A79020,1895,Valid,H6,4.2,Found,1979,-76.68194,159.32,"(-76.681940, 159.320000)",France,Europe
Allan Hills A79021,1896,Valid,H5,29.4,Found,1979,-76.69556,159.35555,"(-76.695560, 159.355550)",France,Europe
Allan Hills A79022,1897,Valid,L3.7-4,31.4,Found,1979,-76.70194,159.39389,"(-76.701940, 159.393890)",France,Europe
Allan Hills A79023,1898,Valid,H4,68.1,Found,1979,-76.70306,159.39278,"(-76.703060, 159.392780)",France,Europe
Allan Hills A79024,1899,Valid,H6,21.6,Found,1979,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A79025,1900,Valid,H5,1208,Found,1979,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A79026,1901,Valid,H5,572,Found,1979,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A79027,1902,Valid,L6,133.2,Found,1979,-76.69972,159.09889,"(-76.699720, 159.098890)",France,Europe
Allan Hills A79028,1903,Valid,H6,16.3,Found,1979,-76.70222,159.36611,"(-76.702220, 159.366110)",France,Europe
Allan Hills A79029,1904,Valid,H5,505.5,Found,1979,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A79031,1905,Valid,H5,2.7,Found,1979,-76.70306,159.39306,"(-76.703060, 159.393060)",France,Europe
Allan Hills A79032,1906,Valid,H5,2.6,Found,1979,-76.70306,159.39278,"(-76.703060, 159.392780)",France,Europe
Allan Hills A79033,1907,Valid,L6,280.8,Found,1979,-76.69917,159.35778,"(-76.699170, 159.357780)",France,Europe
Allan Hills A79034,1908,Valid,H6,12.6,Found,1979,-76.70889,159.31167,"(-76.708890, 159.311670)",France,Europe
Allan Hills A79035,1909,Valid,H4,37.6,Found,1979,-76.69833,159.34056,"(-76.698330, 159.340560)",France,Europe
Allan Hills A79036,1910,Valid,H5,20.2,Found,1979,-76.70389,159.18,"(-76.703890, 159.180000)",France,Europe
Allan Hills A79037,1911,Valid,H6,14.8,Found,1979,-76.70194,159.36833,"(-76.701940, 159.368330)",France,Europe
Allan Hills A79038,1912,Valid,H5,49.7,Found,1979,-76.70306,159.39278,"(-76.703060, 159.392780)",France,Europe
Allan Hills A79039,1913,Valid,H4,108.3,Found,1979,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
Allan Hills A79040,1914,Valid,H5,13.2,Found,1979,-76.70056,159.40111,"(-76.700560, 159.401110)",France,Europe
Allan Hills A79041,1915,Valid,H5,20.1,Found,1979,-76.69028,159.36417,"(-76.690280, 159.364170)",France,Europe
Allan Hills A79042,1916,Valid,H5,11.5,Found,1979,-76.68917,159.365,"(-76.689170, 159.365000)",France,Europe
Allan Hills A79043,1917,Valid,L6,62.2,Found,1979,-76.70306,159.37083,"(-76.703060, 159.370830)",France,Europe
Allan Hills A79045,1918,Valid,L3.5,115.4,Found,1979,-76.70278,159.40139,"(-76.702780, 159.401390)",France,Europe
Allan Hills A79046,1919,Valid,H5,89.7,Found,1979,-76.70167,159.36889,"(-76.701670, 159.368890)",France,Europe
Allan Hills A79047,1920,Valid,H5,19.3,Found,1979,-76.70194,159.36472,"(-76.701940, 159.364720)",France,Europe
Allan Hills A79048,1921,Valid,H5,36.7,Found,1979,-76.71667,159.66667,"(-76.716670, 159.666670)",France,Europe
